1.650092e-6    8.218571e-2
5.123802e-6    8.134585e-2
5.740121e-6    7.807134e-2
1.603719e-6    7.714787e-2
5.950615e-6    7.307072e-2
6.538357e-6    7.207679e-2
1.650092e-6    7.018270e-2
7.365524e-6    6.925440e-2
8.228663e-6    6.654252e-2
1.603719e-6    6.559963e-2
8.941770e-6    6.321128e-2
1.605006e-6    6.143319e-2
9.614041e-6    6.049091e-2
1.019875e-5    5.951794e-2
1.582927e-6    5.802566e-2
1.090557e-5    5.650081e-2
1.229659e-5    5.296236e-2
1.582927e-6    5.296236e-2
1.336223e-5    5.117967e-2
1.603719e-6    4.979470e-2
1.453427e-5    4.899377e-2
1.577855e-5    4.724995e-2
1.627393e-6    4.689180e-2
1.701254e-5    4.517827e-2
1.642490e-6    4.395513e-2
1.837553e-5    4.325016e-2
2.062390e-5    4.120237e-2
1.691750e-6    4.027253e-2
2.293460e-5    3.891698e-2
2.597960e-5    3.661879e-2
1.801389e-6    3.661879e-2
3.039557e-5    3.380709e-2
1.900501e-6    3.378138e-2
3.380109e-5    3.214520e-2
1.877173e-6    3.162278e-2
3.882288e-5    2.976179e-2
1.997674e-6    2.972785e-2
4.357311e-5    2.773917e-2
2.123214e-6    2.750797e-2
4.713109e-5    2.670370e-2
5.021746e-5    2.561243e-2
2.300832e-6    2.507900e-2
5.223345e-5    2.439630e-2
5.643020e-5    2.293419e-2
2.482968e-6    2.237403e-2
5.994843e-5    2.177851e-2
6.304305e-5    2.077429e-2
2.679523e-6    2.046056e-2
6.485834e-5    1.944162e-2
2.911734e-6    1.881781e-2
6.756406e-5    1.842816e-2
3.208202e-6    1.725765e-2
6.663463e-5    1.640929e-2
3.534855e-6    1.561749e-2
6.756406e-5    1.475123e-2
3.665241e-6    1.452017e-2
3.888155e-6    1.383073e-2
6.756406e-5    1.346404e-2
4.232292e-6    1.319780e-2
4.728259e-6    1.228918e-2
6.663463e-5    1.219603e-2
5.173725e-6    1.160753e-2
7.017038e-5    1.138513e-2
5.740121e-6    1.077760e-2
6.532902e-5    1.069881e-2
7.017038e-5    1.049849e-2
6.412785e-6    9.950060e-3
6.756406e-5    9.560434e-3
7.164275e-6    9.159892e-3
7.678047e-6    9.030142e-3
6.234831e-5    8.893768e-3
7.896523e-6    8.366334e-3
5.882456e-5    8.033216e-3
8.543266e-6    7.969085e-3
9.426685e-6    7.714787e-3
1.000000e-5    7.348474e-3
5.265421e-5    7.207784e-3
4.584332e-5    7.105686e-3
1.116027e-5    7.105686e-3
1.246810e-5    6.788591e-3
4.691398e-5    6.660681e-3
4.193762e-5    6.506829e-3
1.392919e-5    6.467167e-3
1.556150e-5    6.267343e-3
3.411467e-5    6.255433e-3
3.753861e-5    6.253733e-3
1.738510e-5    6.184445e-3
1.930743e-5    6.072868e-3
2.169843e-5    6.013340e-3
3.212722e-5    5.874840e-3
2.875726e-5    5.764147e-3
2.390772e-5    5.742260e-3
2.675164e-5    5.669191e-3
4.728259e-6    8.750999e-2
4.232292e-6    9.159758e-2
1.768425e-6    9.300211e-2
3.756995e-6    9.522181e-2
1.948482e-6    9.697661e-2
3.381593e-6    9.831390e-2
2.176818e-6    9.851046e-2
2.431911e-6    1.010729e-1
3.035281e-6    1.023790e-1
2.716898e-6    1.050421e-1
